seed,model,validation_cross_entropy,validation_perplexity,validation_accuracy,validation_tokens_per_second,parameters,estimated_packed_bytes
19,six_separate_full_precision_blocks,1.9560260076274725,7.071170377835581,0.440245607028754,103205.78730043018,308544,1234176
19,maximum_shared_ternary_capacity,0.8273599007422388,2.2872721364894013,0.7385825536284801,8884.764126216893,3100065,1233120
23,maximum_shared_ternary_capacity,0.8494344491057612,2.33832403665162,0.7325065609310817,8950.095713136892,3100065,1233120
29,maximum_shared_ternary_capacity,0.8632260304724773,2.3707966323780316,0.7265446713829302,7543.4045872099,3100065,1233120
19,wide_core_small_pass_adapters,0.8602056455416311,2.3636467171391766,0.7273719192149704,10957.9648982742,2610081,1233376
19,medium_core_medium_pass_adapters,0.897312508604397,2.4530018233843713,0.7204044956640804,12756.914893456009,2238769,1233692
19,narrower_core_large_pass_adapters,1.0163351726662564,2.7630500845950445,0.6878779666818804,13310.691364850176,1794529,1234384
