levels,cross_entropy_mean,cross_entropy_sd,perplexity_mean,perplexity_sd,accuracy_mean,accuracy_sd,tokens_per_second_mean,tokens_per_second_sd,train_seconds_mean,train_seconds_sd,packed_bytes,seed_19_cross_entropy,seed_23_cross_entropy,seed_29_cross_entropy
3,0.8466734601068258,0.018091769140848455,2.3321309351730175,0.042105239968508144,0.732544595314164,0.006019031250970026,9084.190372593686,424.41551318528303,383.1918551116666,2.0999798244778973,1233120,0.8273599007422388,0.8494344491057612,0.8632260304724773
4,0.819114260526257,0.009739104692039478,2.2685614227779984,0.02211355174499012,0.742357466149399,0.0025624463768164946,8091.207951232561,119.25518774506773,436.52197572733377,2.5437375455810067,1233120,0.8178836220968048,0.810048964729814,0.8294101947521522
5,0.7820158664918683,0.01981504591554461,2.186160083645169,0.04325587648377466,0.752819298645976,0.007245782774935334,7022.316926124186,1815.9319076144727,605.2638827626666,295.32842121306635,1606284,0.7613237773594057,0.7839053083042857,0.8008185138119133
